order_id,product_id,customer_id,order_date,order_total
2186,P164,104,2022-08-18,832.02
2187,P075,743,2022-09-10,442.89
2188,P189,89,2023-02-18,254.19
2189,P007,798,2022-08-28,712.86
2190,P090,122,2024-06-13,871.51
2191,P152,85,2022-10-16,437.07
2192,P123,858,2024-03-22,951.83
2193,P181,929,2022-08-29,914.91
2194,P136,510,2023-07-23,743.97
2195,P043,333,2024-05-07,616.59
2196,P172,226,2024-01-11,869.16
2197,P137,924,2024-04-09,200.3
2198,P065,915,2023-11-03,623.36
2199,P109,578,2023-11-23,411.6
2200,P081,17,2022-09-13,723.88
2201,P131,984,2023-05-01,535.52
2202,P137,24,2023-11-07,328.23
2203,P091,562,2023-01-30,206.08
2204,P033,459,2024-03-09,326.01
2205,P169,421,2023-12-20,931.14
2206,P138,77,2022-11-24,102.3
2207,P019,684,2022-09-15,900.98
2208,P069,43,2024-02-13,922.8
2209,P063,343,2024-06-01,592.32
2210,P142,903,2023-12-30,334.1
2211,P140,407,2022-08-18,185.94
2212,P089,889,2023-08-13,974.19
2213,P112,287,2023-04-28,764.95
2214,P016,411,2023-10-22,829.55
2215,P120,838,2024-05-06,484.58
2216,P175,620,2023-01-23,780.0
2217,P180,213,2023-05-30,569.66
2218,P106,660,2023-06-19,285.72
2219,P139,482,2023-01-12,110.54
2220,P019,810,2024-05-08,965.53
2221,P177,795,2024-04-15,510.0
2222,P092,312,2023-02-12,323.99
2223,P153,160,2023-06-02,895.96
2224,P167,33,2024-04-29,654.32
2225,P086,118,2024-05-26,234.13
2226,P198,814,2022-11-06,797.71
2227,P081,275,2024-01-19,750.39
2228,P200,686,2024-03-09,889.67
2229,P187,839,2023-09-07,210.42
2230,P078,223,2022-10-31,682.24
2231,P079,168,2023-05-19,739.8
2232,P163,106,2023-07-25,765.91
2233,P023,159,2023-07-08,323.89
2234,P104,323,2023-11-17,302.4
2235,P179,139,2024-04-25,256.98
2236,P163,993,2023-12-15,873.11
2237,P019,729,2024-01-04,842.02
2238,P169,289,2023-05-23,374.16
2239,P061,988,2024-05-10,161.97
2240,P157,24,2024-02-10,725.55
2241,P102,744,2023-09-16,265.17
2242,P001,196,2024-03-11,115.29
2243,P040,780,2023-08-28,299.12
2244,P109,178,2023-03-26,476.07
2245,P133,34,2024-06-29,872.51
2246,P121,823,2022-08-06,98.83
2247,P071,797,2024-05-08,625.89
2248,P063,217,2023-08-31,398.57
2249,P055,656,2023-07-15,968.17
2250,P128,428,2022-10-12,396.42
2251,P019,289,2023-04-05,295.52
2252,P064,344,2024-05-30,958.72
2253,P171,545,2022-08-23,728.75
2254,P150,729,2023-10-12,83.4
2255,P078,634,2023-07-19,460.12
2256,P187,96,2023-03-31,277.57
2257,P188,113,2022-07-31,52.43
2258,P003,92,2024-07-16,128.75
2259,P169,13,2024-03-26,498.76
2260,P154,621,2024-02-23,878.61
2261,P033,887,2023-09-02,630.3
2262,P112,858,2024-04-04,672.3
2263,P091,747,2022-08-03,296.03
2264,P111,331,2023-05-26,778.11
2265,P064,203,2024-03-30,945.89
2266,P031,285,2023-01-17,136.46
2267,P176,938,2023-03-07,919.06
2268,P180,284,2023-12-20,676.58
2269,P189,656,2024-03-13,761.26
2270,P129,865,2023-11-25,275.77
2271,P020,547,2023-10-31,617.97
2272,P043,400,2023-05-12,242.42
2273,P079,287,2023-07-11,213.52
2274,P103,71,2024-05-12,559.07
2275,P039,975,2024-05-11,191.75
2276,P062,878,2022-12-27,631.36
2277,P054,537,2024-02-10,754.78
2278,P125,340,2023-03-18,802.42
2279,P149,322,2022-11-10,891.29
2280,P084,923,2023-12-23,592.77
2281,P185,375,2024-01-07,830.24
2282,P046,327,2023-05-24,266.32
2283,P101,788,2023-09-20,407.54
2284,P036,129,2023-01-25,781.39
2285,P028,778,2024-07-06,250.99
2286,P160,398,2024-01-01,750.57
2287,P179,874,2024-05-25,276.36
2288,P150,144,2024-01-26,247.54
2289,P002,470,2024-07-21,635.52
2290,P095,900,2023-07-17,441.91
2291,P076,755,2023-02-16,90.74
2292,P189,595,2023-12-10,392.52
2293,P162,96,2023-08-12,433.43
2294,P017,270,2023-06-06,653.42
2295,P010,243,2024-01-20,242.23
2296,P138,577,2023-05-09,223.7
2297,P073,813,2023-03-14,181.99
2298,P127,258,2024-02-05,968.29
2299,P134,57,2023-04-12,730.69
2300,P100,63,2024-05-19,864.58
2301,P190,991,2023-07-24,261.17
2302,P149,115,2023-09-15,786.8
2303,P011,801,2023-02-26,802.13
2304,P107,497,2023-11-02,952.52
2305,P177,766,2023-07-16,748.73
2306,P143,806,2022-08-04,396.88
2307,P051,680,2023-02-12,83.07
2308,P176,141,2023-02-17,834.42
2309,P110,94,2022-08-17,903.97
2310,P087,816,2023-06-08,144.09
2311,P086,504,2024-03-03,768.77
2312,P113,618,2024-01-14,186.36
2313,P031,992,2023-07-04,443.11
2314,P126,106,2024-05-23,524.9
2315,P042,276,2023-06-30,887.87
2316,P069,969,2023-03-26,384.12
2317,P109,949,2023-05-24,482.17
2318,P051,249,2022-11-24,968.29
2319,P012,447,2023-05-14,891.51
2320,P169,538,2023-08-15,322.31
2321,P036,558,2023-10-06,688.82
2322,P140,589,2023-10-05,714.42
2323,P090,463,2023-04-04,735.62
2324,P064,559,2024-01-03,817.13
2325,P049,366,2024-04-01,866.92
2326,P184,317,2023-10-21,545.01
2327,P184,31,2023-02-28,511.63
2328,P140,39,2023-03-27,719.9
2329,P030,181,2023-07-09,188.72
2330,P048,841,2024-04-13,584.09
2331,P114,499,2023-12-15,806.23
2332,P084,688,2022-09-03,607.75
2333,P104,978,2023-12-03,786.84
2334,P021,320,2022-12-17,417.58
2335,P166,441,2023-05-16,781.46
2336,P041,209,2023-04-05,508.66
2337,P155,709,2023-01-09,587.51
2338,P026,53,2023-09-20,811.08
2339,P063,10,2023-02-13,767.2
2340,P135,806,2022-09-15,542.36
2341,P170,204,2023-03-25,226.2
2342,P074,727,2022-09-14,56.78
2343,P166,392,2024-05-14,321.06
2344,P166,752,2022-10-09,402.62
2345,P043,257,2024-05-19,159.55
2346,P101,987,2024-01-04,943.23
2347,P048,757,2024-06-29,417.22
2348,P015,981,2023-03-29,513.32
2349,P190,80,2023-10-18,313.29
2350,P130,674,2023-02-14,749.04
2351,P192,822,2022-11-25,323.27
2352,P110,778,2022-10-19,996.08
2353,P156,931,2023-06-03,164.55
2354,P134,734,2023-07-23,593.67
2355,P198,404,2023-10-01,712.43
2356,P159,253,2024-04-30,830.06
2357,P153,970,2024-03-23,58.46
2358,P092,222,2023-06-23,639.97
2359,P008,435,2023-09-07,359.48
2360,P093,606,2024-04-04,366.1
2361,P196,360,2023-05-22,541.11
2362,P173,711,2024-02-22,723.62
2363,P173,794,2024-07-13,829.2
2364,P113,665,2023-03-05,632.73
2365,P065,87,2022-08-07,773.24
2366,P192,218,2023-12-25,76.36
2367,P088,500,2023-07-25,890.82
2368,P048,526,2024-03-26,499.5
2369,P135,874,2023-09-03,703.87
2370,P057,716,2023-08-08,922.49
2371,P200,765,2023-11-27,399.54
2372,P020,442,2022-10-03,618.4
2373,P068,995,2023-01-10,418.64
2374,P086,641,2024-02-10,968.27
2375,P117,562,2024-03-14,337.7
2376,P190,657,2023-01-28,174.91
2377,P030,447,2024-04-14,148.74
2378,P124,353,2024-06-08,327.94
2379,P012,2,2023-05-07,281.44
2380,P136,998,2023-08-06,796.17
2381,P041,851,2024-01-25,889.37
2382,P109,415,2023-06-12,236.41
2383,P136,700,2023-05-18,499.71
2384,P193,729,2022-12-31,128.01
2385,P093,209,2023-12-28,179.1
2386,P081,341,2023-08-23,977.93
2387,P062,732,2024-03-06,296.9
2388,P187,256,2024-07-22,228.47
2389,P100,434,2024-03-30,658.84
2390,P029,951,2023-09-14,633.43
2391,P087,936,2023-07-17,961.73
2392,P165,465,2023-05-14,372.29
2393,P134,155,2024-07-22,574.05
2394,P069,596,2022-10-04,947.09
2395,P124,861,2024-01-09,285.91
2396,P135,456,2024-07-01,258.17
2397,P067,301,2024-06-27,571.13
2398,P005,682,2022-08-01,618.5
2399,P152,784,2023-01-29,414.75
2400,P144,245,2023-04-04,791.33
2401,P046,519,2024-03-03,557.08
2402,P020,224,2023-01-06,473.23
2403,P155,677,2023-01-07,118.99
2404,P036,639,2023-07-02,278.99
2405,P102,897,2023-04-20,541.67
2406,P114,220,2023-10-17,98.33
2407,P086,891,2023-10-31,216.66
2408,P154,381,2023-08-19,813.13
2409,P156,266,2023-09-13,634.24
2410,P125,885,2024-07-12,671.16
2411,P020,744,2022-10-28,451.74
2412,P032,247,2023-02-03,487.09
2413,P078,17,2023-02-06,81.61
2414,P095,530,2023-04-02,462.7
2415,P061,852,2023-05-26,385.25
2416,P170,219,2023-11-02,716.39
2417,P068,41,2023-10-08,285.99
2418,P171,557,2023-06-13,267.57
2419,P125,898,2024-06-03,714.37
2420,P053,271,2023-02-10,454.06
2421,P094,139,2023-08-05,937.22
2422,P015,96,2023-06-08,560.58
2423,P173,91,2024-05-31,194.06
2424,P068,941,2023-02-04,448.01
2425,P199,376,2022-12-25,842.17
2426,P081,519,2024-03-21,757.09
2427,P031,609,2023-07-28,801.98
2428,P025,97,2023-08-14,997.66
2429,P007,410,2022-10-27,796.51
2430,P048,564,2024-02-24,486.91
2431,P071,363,2023-12-10,618.24
2432,P046,655,2024-04-28,856.25
2433,P177,80,2022-09-01,64.65
2434,P186,285,2023-03-28,173.62
2435,P173,70,2023-01-25,802.42
2436,P162,383,2022-10-25,963.73
2437,P176,523,2024-02-09,516.23
2438,P011,584,2023-09-17,327.73
2439,P189,927,2022-12-15,900.73
2440,P172,97,2022-12-05,974.13
2441,P129,639,2024-06-14,119.4
2442,P100,640,2023-11-10,287.04
2443,P032,10,2023-09-24,559.25
2444,P093,612,2022-09-25,908.77
2445,P090,630,2022-10-20,472.83
2446,P185,922,2023-09-04,267.74
2447,P161,114,2023-09-11,661.34
2448,P035,390,2022-10-12,652.8
2449,P066,597,2023-10-05,599.76
2450,P086,597,2023-04-15,980.78
2451,P038,701,2022-12-06,224.69
2452,P143,628,2022-11-10,856.14
2453,P153,584,2022-12-15,304.91
2454,P101,86,2023-08-27,139.82
2455,P124,820,2024-05-11,280.82
2456,P087,106,2023-10-24,427.4
2457,P192,992,2024-05-07,710.69
2458,P155,853,2024-01-28,237.0
2459,P097,286,2023-06-06,705.42
2460,P099,970,2024-03-12,161.1
2461,P057,10,2023-11-20,64.42
2462,P180,837,2023-04-20,274.86
2463,P072,464,2022-10-13,987.06
2464,P014,61,2024-04-21,470.46
2465,P021,172,2023-03-17,340.42
2466,P063,143,2023-02-28,712.17
2467,P031,510,2023-08-12,948.57
2468,P007,331,2023-01-12,287.27
2469,P027,152,2023-05-23,926.55
2470,P023,131,2022-11-17,493.96
2471,P135,513,2024-02-14,855.88
2472,P033,388,2023-11-09,138.82
2473,P088,474,2023-12-11,590.35
2474,P099,890,2022-08-23,676.91
2475,P053,130,2023-09-15,220.59
2476,P195,115,2023-05-04,611.77
2477,P182,863,2024-03-24,611.02
2478,P150,547,2023-03-01,544.58
2479,P158,360,2023-05-02,181.75
2480,P033,109,2024-03-06,614.12
2481,P166,946,2023-03-24,60.61
2482,P144,268,2022-10-20,294.16
2483,P150,170,2022-09-29,755.36
2484,P027,584,2023-05-05,423.86
2485,P038,372,2023-02-16,113.96
2486,P175,300,2023-11-01,791.39
2487,P104,142,2023-10-10,391.88
2488,P151,726,2024-03-10,136.43
2489,P133,859,2022-08-03,173.04
2490,P059,216,2023-11-13,205.51
2491,P071,201,2024-01-27,444.71
2492,P120,976,2022-09-18,237.43
2493,P022,471,2023-08-02,543.07
2494,P006,654,2024-01-14,766.6
2495,P143,890,2023-06-08,54.11
2496,P004,639,2024-02-29,425.3
2497,P142,218,2024-05-09,312.71
2498,P193,704,2022-09-23,414.03
2499,P066,865,2023-08-17,625.59
2500,P176,402,2024-07-03,384.58
2501,P007,664,2023-11-11,625.75
2502,P120,269,2023-10-20,588.91
2503,P122,219,2023-10-01,379.33
2504,P080,2,2023-08-13,706.13
2505,P096,261,2022-11-27,519.13
2506,P003,908,2024-02-17,862.08
2507,P095,585,2024-01-07,274.63
2508,P030,234,2023-01-08,716.64
2509,P031,370,2023-06-18,305.05
2510,P186,919,2023-03-06,222.95
2511,P113,537,2023-05-28,407.8
2512,P093,738,2023-12-12,968.51
2513,P128,989,2023-04-29,191.61
2514,P038,291,2023-10-23,405.38
2515,P107,784,2023-11-22,670.48
2516,P003,616,2023-03-29,198.75
2517,P137,957,2023-06-26,331.28
2518,P068,643,2024-05-02,646.49
2519,P159,250,2023-06-22,706.12
2520,P129,207,2023-09-22,905.99
2521,P195,906,2024-06-26,582.94
2522,P056,680,2023-11-18,670.79
2523,P137,476,2023-07-19,839.69
2524,P113,864,2024-01-13,868.59
2525,P092,452,2023-12-03,664.66
2526,P174,270,2023-09-17,50.61
2527,P021,801,2022-08-03,773.07
2528,P186,463,2023-11-28,822.81
2529,P005,416,2023-09-08,305.61
2530,P017,30,2024-06-28,311.61
2531,P071,868,2022-09-18,596.56
2532,P101,426,2023-10-12,831.86
2533,P152,509,2024-07-21,358.69
2534,P005,651,2023-02-11,506.77
2535,P081,28,2022-10-16,482.57
2536,P076,822,2022-11-29,653.31
2537,P125,82,2023-12-29,645.93
2538,P035,296,2024-07-05,792.6
2539,P059,662,2023-01-27,64.93
2540,P025,665,2022-12-09,587.25
2541,P069,748,2024-02-02,170.59
2542,P093,973,2024-07-19,264.44
2543,P097,286,2022-11-30,717.83
2544,P117,504,2022-09-10,905.78
2545,P126,939,2023-04-30,456.33
2546,P164,750,2023-04-12,862.12
2547,P178,571,2024-01-29,447.83
2548,P067,644,2022-10-09,574.2
2549,P066,157,2022-08-19,682.57
2550,P007,907,2023-12-23,57.41
2551,P054,159,2023-10-15,744.13
2552,P050,306,2023-05-16,67.59
2553,P116,344,2024-07-24,415.82
2554,P045,727,2022-08-11,892.59
2555,P152,143,2022-08-15,187.52
2556,P137,610,2024-03-19,294.95
2557,P107,977,2023-04-26,618.71
2558,P118,896,2024-02-19,744.26
2559,P008,975,2023-02-24,98.24
2560,P140,129,2024-07-12,721.77
2561,P073,673,2023-07-16,870.5
2562,P115,731,2023-08-30,219.56
2563,P142,735,2022-10-14,891.82
2564,P099,746,2023-09-15,961.03
2565,P090,224,2022-09-16,997.85
2566,P027,98,2023-03-17,880.09
2567,P130,757,2023-11-02,493.91
2568,P106,582,2023-05-07,210.72
2569,P032,921,2023-05-16,955.51
2570,P123,937,2024-02-23,756.77
2571,P077,339,2022-11-24,775.13
2572,P177,809,2024-06-21,335.58
2573,P194,645,2022-08-28,962.4
2574,P140,272,2023-03-06,652.14
2575,P040,653,2024-03-13,765.47
2576,P137,312,2024-02-20,619.22
2577,P078,311,2024-05-10,97.08
2578,P190,419,2023-11-01,312.71
2579,P162,149,2023-01-22,328.56
2580,P078,835,2023-08-29,261.3
2581,P014,430,2022-09-02,90.16
2582,P095,713,2023-01-05,419.24
2583,P097,477,2023-03-19,359.48
2584,P167,624,2023-07-03,409.95
2585,P034,508,2024-05-09,820.82
2586,P014,875,2023-07-24,970.34
2587,P009,95,2024-05-03,311.24
2588,P056,739,2024-03-14,974.77
2589,P056,533,2024-05-25,204.13
2590,P132,533,2023-09-20,891.89
2591,P173,380,2023-11-23,762.67
2592,P094,206,2024-06-20,616.7
2593,P128,592,2024-01-30,121.08
2594,P108,625,2023-04-28,919.93
2595,P011,161,2023-02-07,870.93
2596,P199,650,2024-04-17,629.37
2597,P086,946,2022-09-04,373.89
2598,P186,604,2023-06-07,708.0
2599,P167,106,2022-10-15,738.19
2600,P146,435,2024-02-16,164.16
2601,P189,128,2022-11-10,424.82
2602,P198,81,2024-02-02,326.65
2603,P011,166,2024-07-08,969.83
2604,P019,589,2023-07-30,659.58
2605,P034,90,2023-06-04,867.04
2606,P152,919,2024-04-09,200.52
2607,P042,992,2022-11-27,204.16
2608,P157,855,2022-08-28,50.57
2609,P109,744,2023-12-04,668.79
2610,P024,954,2022-10-18,232.99
2611,P019,773,2023-05-05,218.54
2612,P028,481,2023-12-28,937.91
2613,P057,985,2024-04-29,774.31
2614,P167,35,2023-04-03,617.8
2615,P139,28,2023-08-24,473.22
2616,P080,701,2023-09-12,250.79
2617,P052,163,2024-07-28,946.37
2618,P025,280,2022-12-15,675.49
2619,P184,855,2023-08-17,990.04
2620,P094,345,2022-12-24,312.74
2621,P093,715,2023-12-08,506.6
2622,P038,672,2022-12-16,987.05
2623,P034,186,2023-04-18,571.69
2624,P174,330,2023-01-22,975.13
2625,P117,169,2023-11-26,745.83
2626,P145,638,2023-07-23,867.91
2627,P077,996,2022-11-13,967.5
2628,P129,947,2024-06-22,127.77
2629,P158,258,2024-05-18,298.73
2630,P064,815,2022-11-02,410.58
2631,P160,823,2022-10-04,386.25
2632,P136,836,2023-02-15,567.8
2633,P127,914,2022-10-25,160.41
2634,P179,73,2024-07-26,506.46
2635,P111,326,2023-09-15,730.93
2636,P180,152,2022-09-03,435.56
2637,P068,634,2023-04-01,744.16
2638,P054,201,2024-03-12,901.38
2639,P112,176,2023-06-02,355.95
2640,P116,210,2022-09-13,108.06
2641,P047,240,2024-05-23,524.53
2642,P099,986,2022-09-07,845.56
2643,P151,582,2022-09-03,86.07
2644,P038,951,2023-07-12,339.46
2645,P158,807,2024-02-09,402.64
2646,P040,289,2024-02-21,181.61
2647,P101,330,2024-07-08,946.01
2648,P125,946,2023-01-21,923.51
2649,P100,558,2023-03-14,651.36
2650,P179,924,2023-05-06,954.91
2651,P045,749,2024-07-28,779.94
2652,P129,970,2024-07-29,849.87
2653,P087,207,2022-12-11,391.41
2654,P025,214,2024-06-04,482.82
2655,P095,278,2023-11-27,831.8
2656,P137,39,2023-08-08,451.33
2657,P179,854,2022-08-23,678.68
2658,P021,213,2023-03-07,891.71
2659,P093,769,2023-12-04,796.81
2660,P112,846,2023-04-06,756.3
2661,P181,532,2022-10-18,280.09
2662,P167,177,2023-04-16,682.32
2663,P196,33,2022-10-19,407.6
2664,P030,475,2024-05-01,625.4
2665,P042,144,2023-07-01,177.57
2666,P070,139,2023-07-29,121.02
2667,P158,270,2024-01-17,642.17
2668,P175,323,2022-08-28,514.82
2669,P144,70,2023-07-15,644.78
2670,P140,632,2022-10-15,215.02
2671,P190,514,2022-08-31,786.22
2672,P121,421,2023-06-02,209.98
2673,P143,840,2022-09-21,186.75
2674,P191,539,2024-02-13,291.0
2675,P069,574,2023-10-06,530.61
2676,P107,651,2024-01-23,155.82
2677,P067,180,2023-01-01,580.17
2678,P191,777,2024-06-03,749.78
2679,P097,41,2022-09-12,599.2
2680,P048,102,2023-09-17,233.05
2681,P160,349,2023-10-31,805.73
2682,P036,475,2023-07-30,580.38
2683,P169,248,2024-05-14,936.47
2684,P174,987,2023-12-13,169.41
2685,P191,681,2023-03-02,860.05
2686,P147,223,2023-07-21,896.2
2687,P098,346,2023-07-24,245.81
2688,P153,741,2023-06-22,191.16
2689,P162,255,2023-09-23,416.02
2690,P010,521,2024-06-26,560.34
2691,P171,193,2024-04-10,961.31
2692,P028,314,2023-11-13,544.2
2693,P174,999,2023-12-05,292.97
2694,P129,468,2022-09-06,623.58
2695,P109,867,2023-03-13,434.47
2696,P149,848,2023-03-28,167.93
2697,P074,367,2023-01-04,799.63
2698,P013,841,2024-06-10,577.07
2699,P035,159,2023-12-07,177.36
2700,P048,701,2023-06-30,82.65
2701,P178,676,2022-11-28,771.24
2702,P007,307,2022-09-10,623.36
2703,P066,766,2022-10-05,92.31
2704,P059,816,2023-04-22,674.69
2705,P081,681,2024-07-26,279.69
2706,P139,255,2023-11-17,313.86
2707,P168,427,2023-03-22,351.19
2708,P170,307,2022-12-13,849.19
2709,P030,291,2024-07-14,810.74
2710,P003,121,2024-01-18,320.08
2711,P129,650,2024-02-18,321.94
2712,P169,758,2024-05-28,548.01
2713,P170,670,2023-05-30,453.8
2714,P113,415,2024-01-20,799.89
2715,P131,960,2022-12-07,327.49
2716,P063,315,2024-06-03,641.02
2717,P109,191,2023-03-03,977.6
2718,P061,558,2023-07-15,308.46
2719,P092,473,2023-01-06,531.95
2720,P028,491,2023-05-23,349.31
2721,P159,493,2022-11-11,591.92
2722,P014,481,2022-10-14,703.43
2723,P161,55,2023-04-21,656.3
2724,P092,234,2024-02-17,782.55
2725,P172,884,2023-12-18,314.23
2726,P103,198,2024-03-16,693.02
2727,P178,632,2022-11-07,914.35
2728,P013,915,2022-12-17,145.23
2729,P107,246,2023-06-04,419.07
2730,P026,602,2023-09-21,583.23
2731,P073,48,2023-12-13,729.67
2732,P115,475,2023-06-15,114.45
2733,P193,136,2023-08-25,529.79
2734,P180,573,2024-06-28,749.64
2735,P050,693,2023-12-28,587.9
2736,P071,894,2023-10-28,491.61
2737,P173,89,2023-06-14,861.59
2738,P176,581,2023-04-30,278.48
2739,P140,340,2023-04-23,575.39
2740,P049,711,2023-05-25,318.49
2741,P140,663,2022-12-12,419.78
2742,P044,8,2024-01-20,101.37
2743,P028,375,2023-07-08,953.6
2744,P072,207,2022-10-23,817.92
2745,P157,944,2022-08-01,440.95
2746,P141,366,2024-01-06,619.85
2747,P036,553,2024-07-04,812.6
2748,P180,503,2023-02-22,893.48
2749,P194,366,2023-03-18,487.68
2750,P181,593,2022-08-10,243.34
2751,P108,760,2023-06-25,377.85
2752,P144,275,2024-01-20,340.09
2753,P061,748,2024-04-08,75.79
2754,P071,558,2023-02-23,312.46
2755,P101,380,2022-12-25,153.34
2756,P071,288,2022-12-11,839.35
2757,P060,322,2023-06-17,668.37
2758,P085,383,2022-10-10,508.3
2759,P166,527,2023-07-11,355.11
2760,P189,760,2023-04-09,423.79
2761,P194,308,2024-03-11,280.13
2762,P119,786,2024-07-17,57.19
2763,P106,776,2023-03-27,954.17
2764,P178,945,2022-10-25,647.74
2765,P131,688,2023-08-20,634.33
2766,P041,572,2022-07-31,505.57
2767,P129,857,2022-09-05,908.06
2768,P198,685,2024-05-28,290.44
2769,P042,481,2022-11-28,588.78
2770,P088,386,2024-04-13,529.38
2771,P089,194,2023-09-05,842.39
2772,P188,56,2023-04-28,676.25
2773,P157,616,2024-06-07,910.85
2774,P058,88,2023-07-28,122.25
2775,P070,30,2024-04-08,915.26
2776,P024,224,2023-08-01,306.98
2777,P109,564,2023-08-09,191.41
2778,P036,118,2024-05-03,711.9
2779,P115,96,2023-12-23,210.65
2780,P142,792,2022-11-21,719.52
2781,P093,849,2023-06-05,204.08
2782,P005,964,2023-12-11,310.4
2783,P011,919,2023-07-21,695.17
2784,P144,372,2022-10-16,836.91
2785,P096,572,2024-01-18,331.05
2786,P016,970,2024-04-28,299.9
2787,P101,439,2022-11-07,451.92
2788,P166,410,2023-03-22,337.29
2789,P148,244,2022-08-24,268.26
2790,P034,989,2023-04-29,757.86
2791,P078,506,2023-12-08,643.14
2792,P159,787,2023-10-16,442.63
2793,P160,26,2023-02-26,624.67
2794,P098,943,2022-09-22,227.48
2795,P109,65,2024-01-05,175.63
2796,P021,654,2024-05-17,323.92
2797,P060,230,2022-10-27,54.57
2798,P028,452,2022-10-05,627.74
2799,P009,873,2023-01-31,731.61
2800,P030,512,2023-10-02,712.85
2801,P036,899,2023-02-18,839.15
2802,P199,806,2024-03-06,157.81
2803,P040,410,2022-08-29,907.64
2804,P037,259,2024-06-21,352.25
2805,P026,642,2024-02-16,160.21
2806,P088,213,2023-12-29,521.26
2807,P094,192,2023-05-07,266.93
2808,P171,94,2022-10-28,922.15
2809,P029,733,2023-11-05,123.66
2810,P185,295,2022-12-12,640.71
2811,P155,21,2023-08-10,671.28
2812,P198,732,2023-04-23,791.82
2813,P034,560,2023-12-18,665.7
2814,P168,55,2023-11-18,175.31
2815,P093,889,2023-09-30,397.63
2816,P161,297,2024-03-14,240.38
2817,P093,110,2024-05-29,798.23
2818,P047,102,2023-04-29,851.37
2819,P122,474,2023-04-08,276.24
2820,P084,867,2024-03-28,341.63
2821,P054,536,2024-05-13,497.68
2822,P176,137,2023-06-27,586.72
2823,P078,630,2022-11-30,529.21
2824,P105,947,2022-09-07,510.1
2825,P167,98,2022-08-01,125.89
2826,P162,507,2022-09-22,911.87
2827,P142,906,2024-01-05,397.92
2828,P088,329,2022-11-27,865.36
2829,P190,414,2023-07-28,737.44
2830,P016,128,2022-09-15,402.81
2831,P164,366,2023-11-04,471.12
2832,P123,693,2022-11-01,910.34
2833,P050,464,2023-08-05,383.69
2834,P014,829,2022-07-31,464.42
2835,P102,20,2022-09-19,527.79
2836,P081,322,2024-04-09,348.02
2837,P178,857,2023-05-26,95.15
2838,P172,587,2024-01-07,291.39
2839,P048,38,2023-07-20,62.22
2840,P114,605,2024-03-28,845.82
2841,P052,928,2022-11-06,924.99
2842,P028,172,2024-04-26,140.18
2843,P004,113,2023-02-17,794.22
2844,P093,459,2023-04-24,601.73
2845,P137,583,2022-09-12,803.21
2846,P094,585,2024-07-25,76.14
2847,P038,459,2023-06-16,968.55
2848,P084,82,2023-03-22,193.38
2849,P141,990,2022-12-25,693.63
2850,P002,237,2024-04-07,77.22
2851,P007,840,2024-05-03,435.17
2852,P186,618,2024-01-05,299.13
2853,P119,788,2023-11-05,675.16
2854,P094,959,2023-03-03,944.65
2855,P167,7,2023-09-02,140.48
2856,P112,878,2024-02-14,267.14
2857,P141,139,2022-09-22,724.23
2858,P151,557,2023-05-16,555.12
2859,P111,269,2023-04-11,76.58
2860,P028,181,2024-03-17,562.47
2861,P100,482,2023-09-29,305.77
2862,P137,526,2022-12-04,905.7
2863,P070,485,2023-11-05,967.69
2864,P192,549,2023-11-28,321.52
2865,P002,924,2024-05-14,480.41
2866,P014,159,2023-08-15,972.9
2867,P168,226,2023-02-06,639.46
2868,P065,924,2024-07-22,883.62
2869,P158,417,2024-02-16,325.16
2870,P018,618,2023-09-24,98.63
2871,P025,197,2022-10-29,698.11
2872,P181,546,2023-02-28,836.98
2873,P170,476,2022-08-13,302.03
2874,P159,169,2024-07-10,257.65
2875,P067,310,2023-11-11,166.93
2876,P137,1,2023-10-03,807.4
2877,P153,241,2023-02-08,465.04
2878,P126,830,2024-06-21,629.55
2879,P187,330,2023-09-15,660.88
2880,P032,676,2023-08-28,780.74
2881,P161,242,2024-04-13,124.44
2882,P024,862,2023-12-16,482.07
2883,P168,244,2023-05-13,387.9
2884,P121,406,2024-04-25,683.25
2885,P058,209,2023-03-28,272.74
2886,P037,607,2023-07-11,298.21
2887,P147,589,2024-03-08,626.91
2888,P148,150,2022-08-08,138.61
2889,P056,962,2023-06-08,997.51
2890,P127,642,2023-08-31,961.35
2891,P136,702,2022-09-20,517.3
2892,P085,296,2023-10-10,54.24
2893,P178,424,2024-07-23,365.25
2894,P082,668,2022-09-10,568.95
2895,P048,438,2023-05-02,101.19
2896,P140,923,2023-04-26,535.21
2897,P155,407,2024-03-27,118.76
2898,P116,620,2024-05-02,202.11
2899,P141,617,2023-02-10,861.19
2900,P198,230,2023-11-03,379.04
2901,P083,771,2023-07-15,534.65
2902,P167,661,2023-02-24,806.8
2903,P128,330,2024-02-23,670.09
2904,P046,857,2024-05-09,299.0
2905,P164,144,2023-05-16,282.54
2906,P149,764,2024-06-10,172.62
2907,P084,944,2024-06-17,159.9
2908,P069,740,2023-05-29,633.95
2909,P115,166,2022-10-01,877.92
2910,P196,720,2023-03-11,574.86
2911,P026,940,2024-04-03,284.88
2912,P003,608,2022-11-15,241.99
2913,P170,568,2023-03-28,826.21
2914,P193,24,2023-02-15,225.82
2915,P109,878,2023-11-22,723.38
2916,P076,75,2023-05-17,395.67
2917,P154,688,2023-07-12,906.86
2918,P049,667,2022-11-11,487.33
2919,P072,492,2022-11-26,879.61
2920,P113,95,2023-04-18,959.13
